"FOLIO","VIV_SEL","HOGAR","N_REN","P6_1_01","P6_1_02","P6_1_03","P6_1_04","P6_1_05","P6_1_06","P6_1_07","P6_1_08","P6_1_09","P6_1_10","P6_2_1","P6_3A_1","P6_3B_1","P6_3C_1","P6_3D_1","P6_2_2","P6_3A_2","P6_3B_2","P6_3C_2","P6_3D_2","P6_2_3","P6_3A_3","P6_3B_3","P6_3C_3","P6_3D_3","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_6_1","P6_6_2","P6_6_3","P6_6_4","P6_6_5","P6_6_6","P6_6_7","P6_6_8","P6_6_9","EST_DIS","UPM_DIS","FACTOR"
"1060244","14","1","04","1","1","2","2","2","2","2","2","2","2","2","1","2","1","3","3","2","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","144","0002218",1520
"1060251","06","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","144","0002219",805
"1060316","03","1","07","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","1","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","144","0002220",2636
"1060316","08","1","02","1","2","2","2","2","2","2","2","2","2","3","3","4","3","2","","","","","","","","","","","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","144","0002220",1145
"1060316","10","1","03","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","144","0002220",1145
"1060316","19","1","04","1","2","2","2","2","2","2","2","2","2","3","3","4","4","4","","","","","","","","","","","2","2","1","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","144","0002220",1130
"1060316","20","1","03","1","2","2","2","2","2","2","2","2","2","2","2","4","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","144","0002220",1130
"1060357","19","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","143","0002223",1248
"1060424","04","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","143","0002224",1315
"1060424","05","1","03","1","2","2","2","2","2","2","2","2","2","2","3","2","2","1","","","","","","","","","","","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","143","0002224",1753
"1060424","13","1","04","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","3","2","","","","","","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","143","0002224",1753
"1060432","09","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","2","3","2","3","3","2","4","","","","","","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","144","0002225",1572
"1060522","16","1","04","1","1","2","2","2","2","2","2","2","2","2","1","2","1","4","1","1","3","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","144","0002226",1851
"1060553","06","1","04","1","1","2","2","2","2","2","2","2","2","1","2","2","2","4","3","4","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","143","0002227",1792
"1060568","02","1","05","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","143","0002228",1519
"1060578","11","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","3","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","143","0002229",939
"1100089","03","1","03","1","1","2","2","2","2","2","2","2","2","3","3","2","2","2","4","3","1","2","2","","","","","","1","2","2","2","1","1","1","2","2","2","2","1","2","1","1","2","2","2","153","0002233",2548
"1100266","05","1","03","1","1","2","2","2","2","2","2","2","2","3","2","2","2","3","3","2","2","3","4","","","","","","2","1","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","154","0002237",2785
"1100334","02","1","02","1","2","2","2","2","2","2","2","2","2","1","1","2","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","153","0002241",1955
"1101143","03","1","04","1","1","2","2","2","2","2","2","2","2","1","3","4","3","4","2","3","3","4","4","","","","","","1","1","2","1","2","1","1","1","2","2","2","2","2","2","1","2","2","2","150","0002257",4182
"1101169","03","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","150","0002258",2776
"1101169","05","1","03","1","2","2","2","2","2","2","2","2","2","1","2","2","3","2","","","","","","","","","","","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","150","0002258",2776
"1101540","01","1","03","1","1","2","2","2","2","2","2","2","2","3","3","2","3","2","3","3","2","2","4","","","","","","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","151","0002263",3127
"1101540","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","151","0002263",2085
"1101631","04","1","02","1","1","2","2","2","2","2","2","2","2","3","2","4","1","1","4","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","150","0002266",1909
"1101968","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","3","4","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","146","0002274",4075
"1101968","05","1","05","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","146","0002274",5093
"1102573","04","1","04","1","2","1","2","2","2","2","2","2","2","2","2","4","4","4","","","","","","2","4","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","146","0002288",4628
"1102674","03","1","04","1","1","2","2","2","2","2","2","2","2","2","2","1","2","4","2","3","2","2","4","","","","","","2","1","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","145","0002294",3825
"1102755","02","1","01","1","1","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","2","2","3","","","","","","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","147","0002297",1315
"1103203","05","1","06","1","1","2","2","2","2","2","2","2","2","2","3","3","3","4","2","2","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","145","0002303",4292
"1103222","02","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","2","3","4","3","4","","","","","","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","145","0002304",2753
"1103517","01","1","03","1","2","2","2","2","2","2","2","2","2","3","1","2","3","2","","","","","","","","","","","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","146","0002311",3036
"1103517","03","1","02","1","1","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","146","0002311",2024
"1103519","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","","","","","","2","2","2","2","1","1","2","2","2","1","2","2","2","2","1","2","2","2","146","0002312",3318
"1103538","05","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","145","0002313",2124
"1103632","01","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","3","4","","","","","","","","","","","1","2","1","1","2","1","2","2","1","1","2","2","2","2","1","2","2","2","146","0002315",1800
"1103667","04","1","03","1","2","1","2","2","2","2","2","2","2","1","1","1","2","1","","","","","","1","3","2","2","4","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","146","0002316",3650
"1103741","05","1","04","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","146","0002318",4792
"1104481","03","1","05","1","2","1","2","2","2","2","2","2","2","1","2","1","1","2","","","","","","1","2","2","2","3","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","147","0002336",4617
"1104666","03","2","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","145","0002337",2246
"1104791","05","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","147","0002341",2240
"1105095","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","157","0002346",1605
"1105205","01","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","156","0002349",1840
"1105951","04","1","02","1","2","1","2","2","2","2","2","2","2","1","1","1","2","1","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","162","0002358",1911
"1105954","06","1","03","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","1","4","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","161","0002359",3249
"1105954","15","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","3","4","4","4","","","","","","2","2","2","2","2","1","1","2","2","1","2","2","2","2","1","2","2","2","161","0002359",3399
"1105997","14","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","2","4","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","162","0002360",3819
"1106380","05","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","160","0002364",5192
"1106773","12","1","04","1","1","2","2","2","2","2","2","2","2","1","2","1","1","3","1","1","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","163","0002370",3873
"1106796","07","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","2","1","2","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","163","0002371",3594
"1106796","08","1","04","1","2","2","2","2","2","2","2","2","2","1","1","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","163","0002371",4791
"1106796","11","1","03","1","1","2","2","2","2","2","2","2","2","2","5","3","4","2","2","5","4","2","3","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","163","0002371",3760
"1106929","03","1","03","1","1","2","2","2","2","2","2","2","2","2","2","3","4","4","3","3","4","4","4","","","","","","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","149","0002374",8916
"1107207","01","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","148","0002376",4359
"1107329","09","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","163","0002378",2775
"1107385","13","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","2","2","2","","","","","","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","2","2","163","0002379",5459
"1107802","02","1","04","1","1","2","2","2","2","2","2","2","2","1","2","3","2","2","1","2","2","3","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","161","0002381",4664
"1107824","08","1","03","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","3","1","4","","","","","","1","1","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","161","0002382",3540
"1108220","10","1","06","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","165","0002384",7775
"1108276","12","1","02","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","164","0002385",2260
"1108387","02","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","","","","","","1","1","2","1","2","1","2","2","2","2","1","2","2","2","1","2","2","2","164","0002386",4413
"1108387","18","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","2","2","2","164","0002386",5272
"1108653","12","1","03","1","1","2","2","2","2","2","2","2","2","3","3","3","3","3","2","3","3","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","165","0002388",4612
"1108653","15","1","04","1","1","2","2","2","2","2","2","2","2","1","5","4","2","4","1","5","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","165","0002388",4825
"1108778","18","1","06","1","1","2","2","2","2","2","2","2","2","2","3","2","1","2","2","3","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","164","0002389",6182
"1109086","01","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","164","0002390",2877
"1109086","02","1","04","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","164","0002390",5753
"1109086","15","1","07","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","","","","","","","","","2","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","164","0002390",6712
"1160204","03","1","04","1","1","2","2","2","2","2","2","2","2","1","2","2","1","3","2","1","3","1","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","166","0002393",4001
"1160204","18","1","02","1","2","2","2","2","2","2","2","2","2","3","2","1","2","1","","","","","","","","","","","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","166","0002393",1912
"1160204","19","1","04","1","1","2","2","2","2","2","2","2","2","1","1","3","1","4","1","2","3","3","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","166","0002393",4001
"1160204","20","1","04","1","1","2","2","2","2","2","2","2","2","2","2","3","2","4","2","2","2","3","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","166","0002393",4001
"1160243","15","1","05","1","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","167","0002394",5955
"1160446","02","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","2","2","166","0002395",2867
"1160446","17","1","02","1","1","2","2","2","2","2","2","2","2","1","2","3","2","3","1","2","3","2","3","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","166","0002395",2000
"1160458","09","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","167","0002396",2891
"1160458","13","1","03","1","1","2","2","2","2","2","2","2","2","3","1","2","2","4","3","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","167","0002396",3025
